state,fec_candidate_id,selected_candidate_name,committee_id,total_receipts,total_disbursements,cash_on_hand_end_period,cash_on_hand,debts_owed_by_committee,coverage_end_date,party,party_normalized,selected_candidate,selection_method,selection_rank_within_state_party,manual_override_reason
SD,S4SD00049,"ROUNDS, MIKE",C00532465,2432353.99,1365508.33,2936874.73,2936874.73,0.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
SD,S2SD00068,"THUNE, JOHN R.",C00409581,3459924.82,1452615.44,17391646.65,17391646.65,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
TN,S0TN00342,"BRADSHAW, MARQUITA",C00846048,881.21,511.27,448.59,448.59,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
TN,S4TN00500,"FAIN, DYLAN LEE MR. N/A",C00794974,0.0,0.0,0.0,0.0,0.0,2026-04-22T00:00:00,DEM,DEM,False,,3.0,
TN,S4TN00526,"JOHNSON, GLORIA",C00847400,6530.28,64828.83,84186.16,84186.16,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
TN,S8TN00311,"MACKLER, JAMES",C00637850,0.0,5000.0,24570.91,24570.91,0.0,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
TN,S8TN00337,"BLACKBURN, MARSHA MRS.",C00376939,2753251.3,2830269.25,5061596.83,5061596.83,0.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
TN,S0TN00201,"BUSH, BYRON",C00725846,0.0,0.0,36789.79,36789.79,373000.0,2025-09-30T00:00:00,REP,REP,False,,6.0,
TN,S6TN00216,"CORKER, ROBERT P JR",C00430462,975779.61,252814.93,8508490.28,8508490.28,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
TN,S8TN00352,"FINCHER, STEPHEN",C00466854,41094.5,25292.1,1290626.87,1290626.87,0.0,2026-03-31T00:00:00,REP,REP,False,,4.0,
TN,S0TN00169,"HAGERTY, BILL",C00718627,5880481.66,2133071.28,5674879.45,5674879.45,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
TN,S0TN00219,"PRESLEY, JOHNNY W",C00730689,0.0,5000.0,17684.97,17684.97,27000.0,2026-03-31T00:00:00,REP,REP,False,,7.0,
TN,S0TN00144,"SETHI, DR. MANNY",C00708628,39.02,0.0,1816.85,1816.85,2472311.47,2026-03-31T00:00:00,REP,REP,False,,5.0,
TX,S4TX00722,"ALLRED, COLIN",C00909572,7462453.11,7459793.1,2660.01,2660.01,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
TX,S6TX00552,"CROCKETT, JASMINE",C00929901,11092295.26,10459209.13,633086.13,633086.13,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
TX,S4TX00755,"GUTIERREZ, ROLAND",C00844977,0.0,90.0,294.83,294.83,0.0,2026-03-31T00:00:00,DEM,DEM,False,,8.0,
TX,S0TX00233,"HEGAR, MARY JENNINGS MJ",C00649350,0.0,714.95,-197.7,-197.7,0.0,2026-03-31T00:00:00,DEM,DEM,False,,9.0,
TX,S0TX00308,"LOVE, JOHN BENARD III",C00720573,110.64,7526.87,4541.92,4541.92,0.0,2026-03-31T00:00:00,DEM,DEM,False,,6.0,
TX,S4TX00607,"RODRIGUEZ-PRILLIMAN, HELI",C00817692,6323.6,2232.08,1970.65,1970.65,41877.0,2026-03-31T00:00:00,DEM,DEM,False,,5.0,
TX,S4TX00805,"SHERMAN, CARL OSCAR SR.",C00850461,0.0,0.0,11360.43,11360.43,4511.0,2026-03-31T00:00:00,DEM,DEM,False,,10.0,
TX,S6TX00396,"SWANSON, MICHAEL",C00902551,6991.29,6991.29,0.0,0.0,4000.0,2025-09-30T00:00:00,DEM,DEM,False,,4.0,
TX,S6TX00479,"TALARICO, JAMES",C00919084,40284109.15,30425243.8,9858865.35,9858865.35,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
TX,S8TX00459,"TZINTZUN RAMIREZ, CRISTINA",C00715409,32.62,21809.72,530.0,530.0,0.0,2026-03-31T00:00:00,DEM,DEM,False,,7.0,
TX,S4TX00698,"MCQUEEN, ELDON DANIEL",C00715896,0.0,0.0,1622.84,1622.84,10000.0,2026-03-31T00:00:00,IDP,OTHER,False,,3.0,
TX,S4TX00888,"BROWN, THEODORE E. JR.",C00857623,6200.0,5257.79,1010.09,1010.09,0.0,2026-03-31T00:00:00,LIB,OTHER,False,,2.0,
TX,S6TX00586,"SIMS, DANIEL M",C00933440,11615.57,8020.04,3695.53,3695.53,0.0,2026-03-31T00:00:00,LIB,OTHER,False,,1.0,
TX,S6TX00305,"ALLEN, KEITH",C00886291,156626.79,157571.33,0.0,0.0,0.0,2026-03-31T00:00:00,REP,REP,False,,6.0,
TX,S6TX00560,"BENDER, ANNA",C00930131,0.0,0.0,0.0,0.0,5721.45,2026-03-31T00:00:00,REP,REP,False,,12.0,
TX,S0TX00365,"BIERSCHWALE, VIRGIL",C00908087,9988.18,9657.03,383.2,383.2,0.0,2026-03-16T00:00:00,REP,REP,False,,8.0,
TX,S6TX00545,"CANADY, SARA LARUE",C00929406,770.0,7490.84,-429.81,-429.81,0.0,2026-03-31T00:00:00,REP,REP,False,,10.0,
TX,S2TX00106,"CORNYN, JOHN SEN",C00369033,7234490.25,6434691.52,4922081.39,4922081.39,0.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
TX,S2TX00312,"CRUZ, RAFAEL EDWARD  TED",C00492785,8266381.4,7469079.02,2584009.58,2584009.58,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
TX,S6TX00511,"HUNT, WESLEY",C00701003,2071561.67,4526166.01,32571.82,32571.82,96496.9,2026-03-31T00:00:00,REP,REP,False,,4.0,
TX,S4TX00672,"INGALLS, JOSIAH JAMES",C00829135,20.0,35.0,20.0,20.0,0.0,2026-03-31T00:00:00,REP,REP,False,,11.0,
TX,S6TX00362,"KHAN, GULREZ",C00899294,10593.07,11238.76,-645.69,-645.69,3800.0,2026-03-31T00:00:00,REP,REP,False,,7.0,
TX,S6TX00347,"MCNABB, BARRETT ANTHONY",C00897819,381517.07,373686.25,7830.82,7830.82,237130.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
TX,S6TX00388,"PAXTON, WARREN KENNETH JR.",C00901918,7007950.84,4861414.33,2146536.51,2146536.51,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
TX,S6TX00321,"SCHMOKER, TONY",C00894907,2500.0,3106.71,0.0,0.0,0.0,2025-12-31T00:00:00,REP,REP,False,,9.0,
UT,S4UT00308,"GLEICH, CAROLINE",C00865253,0.0,24810.26,0.0,0.0,0.0,2025-02-20T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
UT,S2UT00377,"HAMBLIN, LAIRD",C00797779,0.0,0.0,122.92,122.92,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
UT,S4UT00282,"CURTIS, JOHN",C00647339,622121.94,748290.0,662514.6,662514.6,0.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
UT,S8UT00242,"KENNEDY, MIKE",C00674358,0.0,0.0,0.0,0.0,422543.19,2026-03-31T00:00:00,REP,REP,False,,4.0,
UT,S0UT00165,"LEE, MIKE",C00473827,2047902.2,2110270.85,846399.24,846399.24,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
UT,S8UT00176,"ROMNEY, WILLARD MITT MR",C00670695,32247.59,151866.52,421827.36,421827.36,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
UT,S2UT00369,"MCMULLIN, DAVID EVAN",C00790733,0.0,22947.15,149610.18,149610.18,0.0,2026-03-31T00:00:00,UN,OTHER,False,,1.0,
VA,S6VA00184,"DANIELS, LORITA DR.",C00925453,54994.61,46430.84,8563.77,8563.77,45375.17,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
VA,S6VA00192,"EICHELBERGER, GREGORY",C00925610,5697.72,5697.72,0.0,0.0,0.0,2026-01-15T00:00:00,DEM,DEM,False,,4.0,
VA,S2VA00142,"KAINE, TIMOTHY MICHAEL",C00495358,724073.43,1259593.88,2263989.55,2263989.55,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
VA,S6VA00093,"WARNER, MARK ROBERT",C00438713,14719667.27,5667867.07,14605034.02,14605034.02,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
VA,S4VA00353,"CAO, HUNG",C00802488,9935.86,194157.15,223584.34,223584.34,0.0,2026-03-31T00:00:00,REP,REP,False,,6.0,
VA,S6VA00226,"DE PAULA, ALEX",C00937904,5675.01,4000.0,1675.01,1675.01,5500.0,2026-03-31T00:00:00,REP,REP,False,,8.0,
VA,S4VA00247,"EMORD, JONATHAN WALKER MR.",C00832253,7359.47,7359.47,0.0,0.0,0.0,2025-10-10T00:00:00,REP,REP,False,,7.0,
VA,S6VA00143,"FARINGTON, KIM",C00893099,121987.69,99465.72,22740.55,22740.55,89000.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
VA,S4VA00239,"GARCIA, EDWARD",C00830026,0.0,40.5,4026.09,4026.09,162089.92,2026-03-31T00:00:00,REP,REP,False,,9.0,
VA,S8VA00321,"MIZUSAWA, BERT K",C00934265,192041.22,136636.24,55404.98,55404.98,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
VA,S4VA00312,"PARKINSON, SCOTT THOMAS",C00836569,0.0,7017.34,0.0,0.0,0.0,2025-05-05T00:00:00,REP,REP,False,,10.0,
VA,S8VA00305,"RAIKLIN, IVAN ERIC",C00653790,0.0,0.0,318.78,318.78,98234.58,2026-03-31T00:00:00,REP,REP,False,,11.0,
VA,S6VA00176,"REEVES, BRYCE",C00921593,106324.12,106324.12,0.0,0.0,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
VA,S4VA00197,"SMITH, C.L. CHUCK JR",C00932962,40468.14,30139.61,10328.53,10328.53,6000.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
VA,S4VA00338,"VITIELLO, RON",C00840140,0.0,40.0,4620.03,4620.03,200.0,2026-03-31T00:00:00,REP,REP,False,,12.0,
VA,S6VA00200,"WILLIAMS, DAVID EARL MR.",C00927178,50555.94,43964.19,6591.75,6591.75,16000.0,2026-03-31T00:00:00,REP,REP,False,,4.0,
VT,S2VT00334,"EVANS-FRANTZ, ISAAC",C00811182,0.0,2486.5,9588.48,9588.48,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
VT,S4VT00017,"LEAHY, PATRICK J",C00068353,0.0,95417.48,26151.87,26151.87,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
VT,S2VT00235,"WELCH, PETER",C00795252,153598.18,234438.17,1632412.01,1632412.01,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
VT,S4VT00033,"SANDERS, BERNARD",C00411330,23468953.69,11332584.7,22877129.65,22877129.65,0.0,2026-03-31T00:00:00,IND,OTHER,False,,1.0,
VT,S2VT00292,"MALLOY, GERALD",C00809699,17908.37,33121.62,5821.38,5821.38,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
WA,S8WA00194,"CANTWELL, MARIA",C00349506,671716.74,1147976.64,134951.29,134951.29,2071350.9,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
WA,S2WA00189,"MURRAY, PATTY",C00257642,2232288.58,1548499.77,1567249.95,1567249.95,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
WA,S0WA00258,"CODAY, ARTHUR JR MD",C00471482,0.0,0.0,552.56,552.56,21297.82,2026-03-31T00:00:00,REP,REP,False,,3.0,
WA,S4WA00581,"GARCIA, DR RAUL",C00844688,0.0,0.0,0.0,0.0,0.0,2025-01-02T00:00:00,REP,REP,False,,4.0,
WA,S2WA00460,"HOLYK, ISAAC A",C00813261,1077.63,1024.51,106.0,106.0,0.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
WA,S2WA00387,"SMILEY, TIFFANY",C00776765,126915.56,416902.89,0.0,0.0,0.0,2025-12-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
WI,S2WI00219,"BALDWIN, TAMMY",C00326801,2354257.76,1812160.5,567364.11,567364.11,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
WI,S2WI00441,"BARNES, MANDELA",C00784959,147246.44,422420.81,18642.69,18642.69,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
WI,S2WI00342,"LASRY, ALEX",C00769604,0.0,951.0,22482.85,22482.85,14035000.0,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
WI,S2WI00458,"LEWIS, CHANTIA",C00785063,0.0,0.0,158.49,158.49,0.0,2026-03-31T00:00:00,DEM,DEM,False,,5.0,
WI,S2WI00383,"OLIKARA, STEVEN",C00780437,2526.88,7395.8,56221.54,56221.54,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
WI,S2WI00417,"PECKARSKY, PETER",C00783365,0.0,2303.29,0.0,0.0,308361.76,2025-03-31T00:00:00,DEM,DEM,False,,6.0,
WI,S4WI00280,"LEAGER, THOMAS CHARLES MR.",C00875021,0.0,0.0,175.54,175.54,121.0,2025-09-30T00:00:00,IND,OTHER,False,,1.0,
WI,S4WI00256,"HOVDE, ERIC",C00870139,-1746.35,123449.91,10163.54,10163.54,20000000.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
WI,S2WI00268,"HOVDE, ERIC D",C00870139,-1746.35,123449.91,10163.54,10163.54,20000000.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
WI,S0WI00197,"JOHNSON, RON HAROLD MR.",C00482984,974410.87,669021.88,1213434.75,1213434.75,8027316.94,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
WV,S4WV00399,"ELLIOTT, GLENN FREDERICK MR. JR.",C00864819,0.0,0.0,0.0,0.0,0.0,2025-03-24T00:00:00,DEM,DEM,False,,5.0,
WV,S6WV00188,"FETTY ANDERSON, RACHEL LEE",C00932459,18927.28,10017.1,15906.81,15906.81,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
WV,S6WV00196,"KESSLER, JEFFREY VINCENT",C00937854,51836.53,15880.23,35956.3,35956.3,20000.0,2026-04-22T00:00:00,DEM,DEM,False,,2.0,
WV,S0WV00090,"MANCHIN, JOE III",C00486563,-15924.15,8456437.11,0.0,0.0,0.0,2025-07-31T00:00:00,DEM,DEM,False,,7.0,
WV,S6WV00170,"PHILLIPS, RIO",C00906396,13776.25,13624.35,151.9,151.9,0.0,2026-04-22T00:00:00,DEM,DEM,False,,4.0,
WV,S4WV00357,"SHREWSBURY, ZACHARY C",C00853242,498538.98,490415.75,8123.23,8123.23,25970.56,2026-04-22T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
WV,S0WV00215,"SWEARENGIN, PAULA JEAN",C00708891,0.0,4472.7,11306.4,11306.4,0.0,2026-03-31T00:00:00,DEM,DEM,False,,6.0,
WV,S4WV00159,"CAPITO, SHELLEY MOORE",C00539825,3906185.63,2152797.56,4064753.28,4064753.28,0.0,2026-04-22T00:00:00,REP,REP,True,highest_total_receipts,1.0,
WV,S6WV00147,"EVANS, JONATHAN DERRICK",C00832154,1215521.63,1171561.84,104890.57,104890.57,0.0,2026-04-22T00:00:00,REP,REP,False,,2.0,
WV,S6WV00154,"GAASERUD, ALEXANDER",C00885459,3000.0,1740.0,1260.0,1260.0,3000.0,2026-03-31T00:00:00,REP,REP,False,,6.0,
WV,S8WV00127,"JENKINS, EVAN H",C00548271,0.0,0.0,10.26,10.26,600.0,2026-03-31T00:00:00,REP,REP,False,,8.0,
WV,S4WV00332,"JUSTICE, JAMES CONLEY II",C00839100,70725.29,532053.83,232612.03,232612.03,0.0,2026-03-31T00:00:00,REP,REP,False,,4.0,
WV,S4WV00407,"MCNULTY, JANET",C00866962,5775.28,5775.28,0.0,0.0,,2026-04-22T00:00:00,REP,REP,False,,5.0,
WV,S4WV00324,"MOONEY, ALEXANDER X",C00828475,3.68,9307.48,0.0,0.0,0.0,2025-06-30T00:00:00,REP,REP,False,,7.0,
WV,S6WV00162,"WILLIS, THOMAS EDWARD II",C00905851,496222.44,439153.27,57069.17,57069.17,172984.0,2026-04-22T00:00:00,REP,REP,False,,3.0,
WY,S6WY00217,"BYRD, JAMES WILLARD MR.",C00938738,9653.0,8319.97,1822.79,1822.79,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
WY,S4WY00188,"MORROW, SCOTT D MR",C00881300,0.0,0.0,834.37,834.37,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
WY,S6WY00068,"BARRASSO, JOHN A",C00436386,1303850.9,711084.28,8321195.21,8321195.21,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
WY,S6WY00209,"HAGEMAN, HARRIET",C00788943,1555542.88,1278925.42,1159580.5,1159580.5,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
WY,S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",C00443580,1493103.64,561688.66,1608754.71,1608754.71,0.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
WY,S4WY00162,"RASNER, REID",C00890921,1263932.2,1118452.1,157933.1,157933.1,1249322.57,2026-03-31T00:00:00,REP,REP,False,,4.0,
WY,S6WY00191,"SKOVGARD, JIMMY MR",C00903369,2165.0,425.57,2618.6,2618.6,0.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
